words,AMZN_bull,AMZN_bear,AAPL_bull,AAPL_bear,GOOG_bull,GOOG_bear,TSLA_bull,TSLA_bear,MSFT_bull,MSFT_bear,KO_bull,KO_bear,COST_bull,COST_bear,CRM_bull,CRM_bear,NIO_bull,NIO_bear,PYPL_bull,PYPL_bear,DIS_bull,DIS_bear,BA_bull,BA_bear,ZS_bull,ZS_bear,BX_bull,BX_bear,NOC_bull,NOC_bear,NFLX_bull,NFLX_bear,TSM_bull,TSM_bear,META_bull,META_bear,PG_bull,PG_bear
discord,,,,,1414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wall,,,,,1413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morgan,,,,,1412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
security,,,,,1410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bad,,,,,1410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chartincreasing,,,,,1409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
msft,,,,,1404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netflix,,,,,1388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pick,,,,,1388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finally,,,,,1381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financial,,,,,1381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partners,,,,,1379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charts,,,,,1374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ios,,,,,1370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gap,,,,,1367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luck,,,,,1367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opening,,,,,1358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reality,,,,,1357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hours,,,,,1356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
job,,,,,1354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thing,,,,,1352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financials,,,,,1349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe,,,,,1348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limited,,,,,1346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,,,,,1344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dailyfree,,,,,1343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yearlydelivered,,,,,1343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
profitpacked,,,,,1343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aapl,,,,,1342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
largest,,,,,1341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everyone,,,,,1338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
months,,,,,1335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
never,,,,,1333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
october,,,,,1327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invest,,,,,1327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ox,,,,,1326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tuesday,,,,,1326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
night,,,,,1319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
others,,,,,1318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doesnt,,,,,1317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratio,,,,,1317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
features,,,,,1308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
must,,,,,1308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bounce,,,,,1307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yet,,,,,1306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sure,,,,,1306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feature,,,,,1305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takes,,,,,1300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full,,,,,1299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
date,,,,,1298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prev,,,,,1294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beats,,,,,1292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
select,,,,,1290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
virtual,,,,,1277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
little,,,,,1275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
life,,,,,1269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min,,,,,1269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shows,,,,,1266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puts,,,,,1266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
closed,,,,,1263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taking,,,,,1262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daydream,,,,,1261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
credit,,,,,1258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uber,,,,,1252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,,,,,1248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filings,,,,,1247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
network,,,,,1244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
please,,,,,1241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goes,,,,,1239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moves,,,,,1237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forum,,,,,1231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smartphone,,,,,1229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
streaming,,,,,1228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chartdecreasing,,,,,1228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
february,,,,,1221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,,,,,1220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
test,,,,,1217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quarter,,,,,1215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feed,,,,,1214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goog,,,,,,16831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,,,,,,15820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inc,,,,,,13936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,,,,,,13061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alphabet,,,,,,11241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
market,,,,,,5771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short,,,,,,5672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shares,,,,,,5373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stock,,,,,,5183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
like,,,,,,4420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
price,,,,,,4189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tech,,,,,,4013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
day,,,,,,3995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,,,,,,3919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sell,,,,,,3793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
see,,,,,,3277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us,,,,,,3108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
today,,,,,,3088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
last,,,,,,3044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stocks,,,,,,2993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facebook,,,,,,2989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,,,,,,2862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earnings,,,,,,2797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
class,,,,,,2781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
get,,,,,,2767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,,,,,,2730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
next,,,,,,2593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
via,,,,,,2566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dont,,,,,,2551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sells,,,,,,2452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good,,,,,,2441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
one,,,,,,2426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
news,,,,,,2349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
put,,,,,,2333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
still,,,,,,2314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antitrust,,,,,,2258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trade,,,,,,2245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
close,,,,,,2245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
could,,,,,,2244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,,,,,,2207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sold,,,,,,2182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu,,,,,,2179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data,,,,,,2162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
back,,,,,,2117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buy,,,,,,2094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
going,,,,,,2071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
googl,,,,,,2029.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
search,,,,,,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
low,,,,,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selling,,,,,,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trading,,,,,,1961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
target,,,,,,1958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daily,,,,,,1949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
may,,,,,,1927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puts,,,,,,1913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
would,,,,,,1885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,,,,,,1868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
android,,,,,,1859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
company,,,,,,1839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
googles,,,,,,1830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twitter,,,,,,1817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
youtube,,,,,,1813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
think,,,,,,1813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
says,,,,,,1803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
money,,,,,,1801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,,,,,1767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sales,,,,,,1731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated,,,,,,1714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high,,,,,,1661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
go,,,,,,1657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear,,,,,,1646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
im,,,,,,1617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long,,,,,,1616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
support,,,,,,1576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amazon,,,,,,1572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
know,,,,,,1569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amp,,,,,,1566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
right,,,,,,1543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
companies,,,,,,1527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
take,,,,,,1523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morning,,,,,,1518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
people,,,,,,1498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
update,,,,,,1482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
night,,,,,,1481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
max,,,,,,1472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maturity,,,,,,1468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chart,,,,,,1466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pain,,,,,,1460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
look,,,,,,1457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
even,,,,,,1437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rt,,,,,,1431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
year,,,,,,1429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
make,,,,,,1427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
best,,,,,,1426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bearish,,,,,,1408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad,,,,,,1398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lower,,,,,,1386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
much,,,,,,1385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
report,,,,,,1383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group,,,,,,1320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call,,,,,,1319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ads,,,,,,1317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb,,,,,,1309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,,,,,,1304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,,,1293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
also,,,,,,1288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hold,,,,,,1281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
since,,,,,,1272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
well,,,,,,1271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
management,,,,,,1265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
first,,,,,,1264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
investors,,,,,,1264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
traders,,,,,,1249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
need,,,,,,1240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,,,,,,1221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
move,,,,,,1217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceo,,,,,,1206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rating,,,,,,1204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
users,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
billion,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business,,,,,,1198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
position,,,,,,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
home,,,,,,1184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm,,,,,,1173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
insider,,,,,,1153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
china,,,,,,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp,,,,,,1126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
value,,,,,,1122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
open,,,,,,1120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vs,,,,,,1118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
looking,,,,,,1112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
days,,,,,,1109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
media,,,,,,1106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cant,,,,,,1105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
getting,,,,,,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
growth,,,,,,1097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watch,,,,,,1085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
looks,,,,,,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proshares,,,,,,1061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
another,,,,,,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bad,,,,,,1054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
really,,,,,,1052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
revenue,,,,,,1050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llc,,,,,,1046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
million,,,,,,1034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
want,,,,,,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
app,,,,,,1017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capital,,,,,,1007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great,,,,,,1006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coming,,,,,,1003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
say,,,,,,1001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
join,,,,,,991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doesnt,,,,,,987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
got,,,,,,971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,,,,,,969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pt,,,,,,968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fund,,,,,,968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trump,,,,,,966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play,,,,,,966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fine,,,,,,964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
free,,,,,,959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
microsoft,,,,,,957.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tax,,,,,,956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fang,,,,,,948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privacy,,,,,,945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
message,,,,,,932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selfdriving,,,,,,931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
better,,,,,,929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red,,,,,,925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thats,,,,,,913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nasdaq,,,,,,912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
internet,,,,,,908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miss,,,,,,899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
years,,,,,,898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
markets,,,,,,894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
use,,,,,,892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap,,,,,,891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
end,,,,,,887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video,,,,,,886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
social,,,,,,884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
many,,,,,,879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calls,,,,,,869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
change,,,,,,868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop,,,,,,868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pixel,,,,,,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe,,,,,,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eps,,,,,,861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sentiment,,,,,,850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
safe,,,,,,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gap,,,,,,846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tomorrow,,,,,,845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pay,,,,,,845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real,,,,,,835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strength,,,,,,834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stake,,,,,,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friday,,,,,,828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co,,,,,,825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
case,,,,,,824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
investment,,,,,,824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
break,,,,,,813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
job,,,,,,810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surprised,,,,,,803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worst,,,,,,801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash,,,,,,799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keep,,,,,,796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
etc,,,,,,794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changed,,,,,,794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work,,,,,,790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
might,,,,,,788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
discord,,,,,,780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trust,,,,,,777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
board,,,,,,777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wont,,,,,,772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direxion,,,,,,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cut,,,,,,764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
result,,,,,,760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,,,,,,759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cloud,,,,,,759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
every,,,,,,746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
page,,,,,,741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results,,,,,,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
etf,,,,,,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
risk,,,,,,735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lol,,,,,,733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
downside,,,,,,732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weekly,,,,,,717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
major,,,,,,714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worth,,,,,,711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resistance,,,,,,710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
