Date,GDP,CPI,inflation,housing,federal_funds,bank_loan,employment_rate,unemployment_rate,consumer_confidence,bonds_price,mortgage_rates,public_debt,total_debt,debt,bonds_issued,IRS Tax,bonds_sentiment,economy_sentiment,housing_market_sentiment,taxes_sentiment,loans_sentiment,interest_rates_sentiment,recession_sentiment,unemployment_sentiment,inflation_sentiment
2022-04-24,,,,,,,,,,,,,,,,,0.5432711647554233,0.5667316458936072,0.8009574317853053,0.5503754485310809,0.8593908400030255,0.6112920827161198,0.17208338873864354,0.4452186196561017,
2022-04-25,,,,,,,,,,440.22,,23800000000000.0,30400000000000.0,30400000000000.0,,69865128998.85715,0.5714078631424794,0.5699517089374515,0.6766903454498836,0.5496161002915495,0.8477248979527071,0.44475670403244877,0.1730926612311418,0.4767955111469957,
2022-04-26,,,,,,,,,,442.1,,23800000000000.0,30400000000000.0,30400000000000.0,,63506649253.14286,0.5659291539919062,0.6061799594442131,0.7297779872069733,0.5948309673190667,0.8565548662766284,0.3682121128176556,0.1695196683955659,0.4465359483853387,
2022-04-27,,,,,,,,,,440.63,,23800000000000.0,30400000000000.0,30400000000000.0,,44362129137.0,0.6467475910166004,0.6024298267983359,0.7306882883680248,0.5912100422790166,0.8215899774536679,0.41434718937878756,0.12770963754213369,0.40571183754149437,
2022-04-28,,,,,,,,,,440.27,5.1,23800000000000.0,30400000000000.0,30400000000000.0,,44371010417.14286,0.5953791507247703,0.5315138054653457,0.7523673362635365,0.6085839326944833,0.857041499288606,0.345673294287487,0.1257865392182208,0.44509956986260796,
2022-04-29,,,,,,,,,,438.46,,23800000000000.0,30400000000000.0,30400000000000.0,,30940673890.0,0.5721551256414344,0.5205038569454977,0.6023845689967542,0.5968481798425458,0.8186209503561342,0.4537037090792493,0.14052515091758752,0.4594086553617985,
2022-04-30,,,,,,,,,,,,,,,6860722984.0,,0.6066935686225898,0.5116203729405163,0.6979937363075964,0.5417787708131592,0.7693197886511107,0.27430105157257434,0.15521166256927468,0.38547260549612516,
2022-05-01,25200000000000.0,289109.0,6.2,880000.0,0.77,3.93,60.0,3.6,58.4,,,,,,,,0.5918370515295825,0.5293741845519713,0.7066217826069714,0.5686621699686872,0.8367024189838053,0.38022609525246404,0.14590749054706623,0.4103857308308006,
2022-05-02,,,,,,,,,,436.53,,23900000000000.0,30400000000000.0,30400000000000.0,,35866683951.85714,0.5190593943451894,0.5305787477619518,0.7347188538175077,0.6223192478257378,0.8383368985121078,0.3852612373838946,0.22417851054533183,0.41737501566711144,
2022-05-03,,,,,,,,,,436.92,,23900000000000.0,30400000000000.0,30400000000000.0,,36562288653.85714,0.6101872669641478,0.5537365279371107,0.7352349450713285,0.6429567543718824,0.8868129648447239,0.44143981381320263,0.15381633834907804,0.44745438530832904,
